clustering_ids,market_ids,car_ids,firm_ids,make,model,shares,quantity,trend,prices,mpg,hp,wt,len,wid,ht,wb,Doors,Seats,hpwt,space,ULSP,ULSD,CPI,mpd,region,Segment,Segment_Desc,low_share,Viz1,Viz2,Viz3,Viz4,Viz5,count,demand_instruments0,demand_instruments1,demand_instruments2,demand_instruments3,demand_instruments4,demand_instruments5,demand_instruments6,demand_instruments7,supply_instruments0,supply_instruments1,supply_instruments2,supply_instruments3,supply_instruments4,supply_instruments5,supply_instruments6,supply_instruments7,supply_instruments8,supply_instruments9
29_31,2012,29_31_2012,Ford,Ford,S-Max,0.0009196335522648,7589,4,28.6223840906463,4.6,164.222222222222,372.458301111111,4780.05555555556,2154.0,1660.0,2850.0,5.0,7.0,0.440914383522444,1.59592206376845,1.41259105098855,1.47933363438242,0.961,0.699795938455601,United Kingdom,8,M-segment (MPV),0,-1.5395508,-0.24617237,1.3337059,0.5187579,0.14758623,10,10.0,3.901216010297014,7.897072244127013,13.660570274639213,233.0,105.06052381790859,171.2442585189092,301.4593963840948,10.0,-9.484263904312384,16.397266427758858,3.047556098959865,233.0,-196.02300184013714,360.99548988865877,56.533312129200134,40.0,0.699795938455601
29_31,2013,29_31_2013,Ford,Ford,S-Max,0.0008119261559754,6711,5,27.9249858996052,4.6,164.222222222222,372.458301111111,4780.05555555556,2154.0,1660.0,2850.0,5.0,7.0,0.440914383522444,1.59592206376845,1.36365482233503,1.42727645450996,0.985,0.725118947188791,United Kingdom,8,M-segment (MPV),0,-1.5395508,-0.24617237,1.3337059,0.5187579,0.14758623,10,11.0,4.311558743359775,9.356749881510568,15.264964116475733,229.0,106.40586919786529,179.82714220546038,298.9562184719393,11.0,-10.354040329638627,18.491913343911758,3.5390439051866522,229.0,-187.33969135930332,361.59449982308985,57.59309120844616,55.0,0.725118947188791
29_31,2017,29_31_2017,Ford,Ford,S-Max,0.0006132657824707,5176,9,32.3013869887248,5.07073170731707,179.09756097561,366.499255073171,4796.0,2137.0,1655.0,2849.0,5.0,7.0,0.488671009549128,1.58860795290767,1.1364826662699,1.16254463621485,1.034,0.970347001228997,United Kingdom,8,M-segment (MPV),0,-1.5395508,-0.24617237,1.3337059,0.5187579,0.14758623,10,12.0,4.936939728323036,12.074657715414592,16.96920960607624,232.0,117.60650734011234,225.93433683480063,315.3500994666203,12.0,-10.724400368855525,19.861503787637425,4.092943283054438,232.0,-169.26396476265867,370.66772355406334,68.43700111198258,108.0,0.970347001228997
29_31,2010,29_31_2010,Ford,Ford,S-Max,0.0012911831235247,10503,2,28.162165111584,4.08780487804878,153.829268292683,383.969524292683,4774.31707317073,2154.0,1631.75609756098,2850.0,5.0,7.0,0.400628848281786,1.59400615075362,1.30764713474445,1.3337183789365,0.894,0.680866895106422,United Kingdom,8,M-segment (MPV),0,-1.5395508,-0.24617237,1.3337059,0.5187579,0.14758623,10,8.0,3.089870852143516,6.465016273597405,10.80831372496402,234.0,104.03813137926348,171.70559268269366,299.7771651372224,8.0,-7.64430038948702,12.574762790383943,2.3323340840909337,234.0,-199.91348047481083,340.6532484860033,54.14986769154875,16.0,0.680866895106422
29_34,2016,29_34_2016,Ford,Ford,Tourneo Connect,0.0002730910696245,2295,8,18.7457031548392,5.81384615384615,104.153846153846,315.040198,4418.0,2137.0,1852.0,2644.0,5.0,5.0,0.330604941258468,1.46340073726983,1.08192078527232,1.09651096172943,1.007,1.17414069867824,United Kingdom,8,M-segment (MPV),0,-5.0003085,0.8593687,-0.30459467,-0.2493383,-0.54751015,5,13.0,5.4631072010259665,13.941333762708078,18.15201947894277,239.0,121.35633870769622,249.37589378279338,324.43351304879104,13.0,-11.348795697099778,21.647193308430914,4.2324589218549455,239.0,-174.78148635319363,386.1571385173003,70.13657619824563,104.0,1.17414069867824
29_34,2015,29_34_2015,Ford,Ford,Tourneo Connect,0.0002049077676503,1718,7,18.047619047619,5.72285714285714,104.142857142857,322.636116,4418.0,2137.0,1852.0,2644.0,5.0,5.0,0.322787350759136,1.46340073726983,1.11033846153846,1.14996923076923,1.0,1.11389923629607,United Kingdom,8,M-segment (MPV),0,-5.0003085,0.8593687,-0.30459467,-0.2493383,-0.54751015,5,11.0,4.563398166965582,11.818994379675983,15.39869088732706,239.0,117.95386081915568,238.38865630540855,319.3665812270506,11.0,-9.734936155346483,18.741945884218488,3.6231960492324182,239.0,-183.610667464462,383.8856951765246,65.94632923616487,77.0,1.11389923629607
29_34,2013,29_34_2013,Ford,Ford,Tourneo Connect,1.20984377287361e-07,1,5,17.0696815874481,5.47272727272727,102.454545454545,322.636116,4418.0,2137.0,1852.0,2644.0,5.0,5.0,0.317554484366981,1.46340073726983,1.36365482233503,1.42727645450996,0.985,0.862690921358997,United Kingdom,8,M-segment (MPV),0,-5.0003085,0.8593687,-0.30459467,-0.2493383,-0.54751015,5,11.0,4.434918642515239,9.219177907340363,15.397485442974354,229.0,106.40586919786529,179.8271422054604,298.9562184719393,11.0,-10.025839022628041,18.318192567890403,3.625732571522901,229.0,-187.33969135930332,361.59449982308985,57.593091208446154,55.0,0.862690921358997
29_34,2017,29_34_2017,Ford,Ford,Tourneo Connect,0.0002120838003521,1790,9,19.1898188851767,5.76181818181818,105.272727272727,315.040198,4418.0,2137.0,1852.0,2644.0,5.0,5.0,0.334156491587551,1.46340073726983,1.1364826662699,1.16254463621485,1.034,1.10259491471146,United Kingdom,8,M-segment (MPV),0,-5.0003085,0.8593687,-0.30459467,-0.2493383,-0.54751015,5,12.0,5.091454246284613,11.94240980193213,17.09441682171408,232.0,117.60650734011234,225.9343368348006,315.3500994666203,12.0,-10.344320308842688,19.733735834332677,4.175038415221778,232.0,-169.26396476265867,370.66772355406334,68.43700111198258,108.0,1.10259491471146
29_34,2014,29_34_2014,Ford,Ford,Tourneo Connect,1.36349266489212e-05,113,6,16.8136363636364,5.47272727272727,102.454545454545,322.636116,4418.0,2137.0,1852.0,2644.0,5.0,5.0,0.317554484366981,1.46340073726983,1.27417884615385,1.33474230769231,1.0,0.922876136414286,United Kingdom,8,M-segment (MPV),0,-5.0003085,0.8593687,-0.30459467,-0.2493383,-0.54751015,5,11.0,4.48180535996945,9.968376259629537,15.4212103193261,239.0,115.82530823193134,203.39590061133026,315.54032174246504,11.0,-9.91308745124991,18.438552539865924,3.6408620246054815,239.0,-188.21578467537842,380.1594935371468,62.93159142902954,66.0,0.922876136414286
29_4,2017,29_4_2017,Ford,Ford,EcoSport,0.0015434724397693,13027,9,17.0773694390716,5.319,111.6,288.1879264,4017.0,2057.0,1633.0,2519.0,5.0,5.0,0.387247312523083,1.28076413974966,1.1364826662699,1.16254463621485,1.034,1.0178561985619,United Kingdom,7,J-segment (SUV),0,-0.76226538,-0.236723825,0.738812205,-1.11733735,0.21593733,5,12.0,5.038363425349081,12.02714851808169,17.27705341923425,232.0,117.60650734011234,225.9343368348006,315.35009946662035,12.0,-10.491774427279456,19.813703600036902,4.3083445305087515,232.0,-169.26396476265867,370.66772355406334,68.43700111198258,108.0,1.0178561985619
29_4,2014,29_4_2014,Ford,Ford,EcoSport,0.0003127586714513,2592,6,16.4225,5.05,107.75,285.057366,4235.0,2057.0,1648.0,2519.0,5.0,5.0,0.377994091196367,1.35027038382868,1.27417884615385,1.33474230769231,1.0,0.851590853452053,United Kingdom,7,J-segment (SUV),0,-0.76226538,-0.236723825,0.738812205,-1.11733735,0.21593733,5,11.0,4.421365753140064,10.03966154259177,15.53434067276725,239.0,115.82530823193134,203.39590061133026,315.54032174246504,11.0,-10.087316607075813,18.51894137609506,3.721320167165583,239.0,-188.2157846753784,380.1594935371467,62.93159142902954,66.0,0.851590853452053
29_4,2015,29_4_2015,Ford,Ford,EcoSport,0.0012713107656489,10659,7,16.7555882352941,5.23529411764706,105.882352941176,287.767751764706,4145.23529411765,2057.0,1641.82352941176,2519.0,5.0,5.0,0.367943775116787,1.3216501656785,1.11033846153846,1.14996923076923,1.0,1.0189997712438,United Kingdom,7,J-segment (SUV),0,-0.76226538,-0.236723825,0.738812205,-1.11733735,0.21593733,5,11.0,4.518241742607931,11.913893844728253,15.540441458918389,239.0,117.9538608191557,238.38865630540855,319.3665812270506,11.0,-9.86587254720606,18.830991039724925,3.7250779671501504,239.0,-183.610667464462,383.88569517652456,65.94632923616487,77.0,1.0189997712438
29_4,2013,29_4_2013,Ford,Ford,EcoSport,1.20984377287361e-06,10,5,16.6725888324873,5.05,107.75,285.057366,4235.0,2057.0,1648.0,2519.0,5.0,5.0,0.377994091196367,1.35027038382868,1.36365482233503,1.42727645450996,0.985,0.796054496370304,United Kingdom,7,J-segment (SUV),0,-0.76226538,-0.236723825,0.738812205,-1.11733735,0.21593733,5,11.0,4.3744790356858525,9.285814332329055,15.510615796415504,229.0,106.40586919786529,179.82714220546038,298.9562184719393,11.0,-10.200068178453945,18.39858140411954,3.706190714083003,229.0,-187.33969135930332,361.5944998230898,57.59309120844616,55.0,0.796054496370304
29_4,2016,29_4_2016,Ford,Ford,EcoSport,0.0017319566528911,14555,8,17.2864945382324,5.2,112.5,285.63607875,4017.0,2057.0,1633.0,2519.0,5.0,5.0,0.393857808482466,1.28076413974966,1.08192078527232,1.09651096172943,1.007,1.05017082866696,United Kingdom,7,J-segment (SUV),0,-0.76226538,-0.236723825,0.738812205,-1.11733735,0.21593733,5,13.0,5.399854333801969,14.065303632719358,18.334656076462938,239.0,121.35633870769622,249.37589378279336,324.43351304879104,13.0,-11.523861517473394,21.758777023303338,4.365765037141919,239.0,-174.78148635319363,386.1571385173004,70.13657619824562,104.0,1.05017082866696
29_5,2017,29_5_2017,Ford,Ford,Edge,0.0004568687900322,3856,9,36.9571244358478,4.72,191.0,429.680438,4808.0,2184.0,1732.0,2848.0,5.0,5.0,0.444516396624973,1.62760917303131,1.1364826662699,1.16254463621485,1.034,0.903230166800556,United Kingdom,7,J-segment (SUV),0,-0.260029243,-0.11120627,0.171169845,-0.89691195,0.33159515,2,12.0,4.981094341247191,12.141774549843033,16.9302083859526,232.0,117.60650734011234,225.9343368348006,315.3500994666203,12.0,-10.629697829977054,19.93318011619962,4.068689241441151,232.0,-169.26396476265867,370.6677235540634,68.43700111198258,108.0,0.903230166800556
29_5,2016,29_5_2016,Ford,Ford,Edge,0.0002742810089257,2305,8,37.4447052451025,4.72,190.636363636364,429.680438,4808.0,2184.0,1732.0,2848.0,5.0,5.0,0.443670101724211,1.62760917303131,1.08192078527232,1.09651096172943,1.007,0.953231982943856,United Kingdom,7,J-segment (SUV),0,-0.260029243,-0.11120627,0.171169845,-0.89691195,0.33159515,2,13.0,5.350042040560223,14.162242478442462,17.98781104318129,239.0,121.35633870769622,249.37589378279336,324.433513048791,13.0,-11.64295283761495,21.855626849293255,4.1261097480743185,239.0,-174.78148635319363,386.1571385173004,70.13657619824563,104.0,0.953231982943856
3_1,2013,3_1_2013,AggFirm,Aixam,Crossline,2.41968754574722e-06,20,5,12.0164974619289,3.9,5.0,83.77556,3050.0,1474.0,1540.0,1960.0,3.0,4.0,0.059683277557321,0.696835646251676,1.36365482233503,1.42727645450996,0.985,0.614774759573106,France,1,A-Segment (Minicars),1,-0.43686143,-0.06348228,0.055425785,0.0970169,0.06968617,8,23.0,11.240120335001171,15.805076918395997,29.754709873751544,217.0,99.85853871218902,173.48915935619067,285.36555913218024,23.0,-17.50362398395361,33.03720911394227,5.382857903693188,217.0,-178.19030886330532,347.21428380341877,56.57793457322435,115.0,0.614774759573106
3_1,2015,3_1_2015,AggFirm,Aixam,Crossline,1.90833776624294e-06,16,7,11.138,3.9,5.0,83.77556,3030.0,1482.66666666667,1540.0,1960.0,3.0,4.0,0.059683277557321,0.696336544714445,1.11033846153846,1.14996923076923,1.0,0.75909758239847,France,1,A-Segment (Minicars),1,-0.43686143,-0.06348228,0.055425785,0.0970169,0.06968617,8,23.0,11.644563496358206,20.04745216965842,30.57208550457607,227.0,111.13579956296488,230.5150001693237,304.96025080235694,23.0,-16.899955894988917,33.78737322450345,6.103086906974152,227.0,-174.75770584843522,369.2237594642864,64.20912357195662,161.0,0.75909758239847
3_1,2014,3_1_2014,AggFirm,Aixam,Crossline,1.20663067689568e-06,10,6,11.5298,3.9,5.0,83.77556,3038.0,1479.2,1540.0,1960.0,3.0,4.0,0.059683277557321,0.696542633349197,1.27417884615385,1.33474230769231,1.0,0.657664223458021,France,1,A-Segment (Minicars),1,-0.43686143,-0.06348228,0.055425785,0.0970169,0.06968617,8,22.0,11.218768177410498,16.320710616766185,28.801660070171636,228.0,109.34621662129996,197.30877816714988,302.9267300955401,22.0,-16.113852554319017,32.00628439380894,5.473326678960621,228.0,-180.34342203763688,366.93056220958454,61.841516050744985,132.0,0.657664223458021
3_1,2008,3_1_2008,AggFirm,Aixam,Crossline,4.86208508648901e-06,39,0,13.642266824085,3.9,5.0,83.77556,3050.0,1474.0,1540.0,1960.0,3.0,4.0,0.059683277557321,0.696835646251676,1.26329579511398,1.38792344019617,0.847,0.647171717018234,France,1,A-Segment (Minicars),1,-0.43686143,-0.06348228,0.055425785,0.0970169,0.06968617,8,32.0,14.479495079159028,19.31850784380944,39.437128027743334,200.0,89.56335427014983,134.0917355742091,258.9670117390577,32.0,-26.55160183900743,39.879794549120646,5.852500255427129,200.0,-169.22315391273298,273.85826262847604,48.91356849424755,0.0,0.647171717018234
3_1,2011,3_1_2011,AggFirm,Aixam,Crossline,8.42821178996896e-06,69,3,12.6726445396146,3.9,5.0,83.77556,3050.0,1474.0,1540.0,1960.0,3.0,4.0,0.059683277557321,0.696835646251676,1.42840759347719,1.48613902157799,0.934,0.588700175816179,France,1,A-Segment (Minicars),1,-0.43686143,-0.06348228,0.055425785,0.0970169,0.06968617,8,19.0,8.667913567170517,11.633402342103244,23.624014996439957,211.0,93.74060643433556,149.5307157014621,275.503713142447,19.0,-15.449220030867004,26.004747016106474,3.775519809291631,211.0,-178.24732603096666,321.46357142666363,53.41574266487822,57.0,0.588700175816179
3_1,2009,3_1_2009,AggFirm,Aixam,Crossline,6.19346911069216e-06,50,1,13.3429561200924,3.9,5.0,83.77556,3050.0,1474.0,1540.0,1960.0,3.0,4.0,0.059683277557321,0.696835646251676,1.15004441286196,1.20266033043169,0.866,0.729285776125659,France,1,A-Segment (Minicars),1,-0.43686143,-0.06348228,0.055425785,0.0970169,0.06968617,8,33.0,14.832351099098908,22.9946772639149,40.35908932630155,213.0,93.4177800649384,169.05648406240243,275.25555272575883,33.0,-27.568167157416607,41.93231655212189,5.770395794484324,213.0,-183.8058778658938,302.4698451877241,51.58209903102105,33.0,0.729285776125659
3_1,2012,3_1_2012,AggFirm,Aixam,Crossline,3.75657400450789e-06,31,4,12.3165972944849,3.9,5.0,83.77556,3050.0,1474.0,1540.0,1960.0,3.0,4.0,0.059683277557321,0.696835646251676,1.41259105098855,1.47933363438242,0.961,0.593305252168879,France,1,A-Segment (Minicars),1,-0.43686143,-0.06348228,0.055425785,0.0970169,0.06968617,8,23.0,10.430841540340275,15.01181585579173,28.137897514184406,220.0,98.91212939383044,164.2360055935312,287.8811555620664,23.0,-19.01695042477134,32.711050093898926,4.123245482870879,220.0,-184.49051647799516,344.84678597287814,56.28628010857384,92.0,0.593305252168879
3_1,2010,3_1_2010,AggFirm,Aixam,Crossline,4.79445318646735e-06,39,2,12.9250559284116,3.9,5.0,83.77556,3050.0,1474.0,1540.0,1960.0,3.0,4.0,0.059683277557321,0.696835646251676,1.30764713474445,1.3337183789365,0.894,0.649586017467284,France,1,A-Segment (Minicars),1,-0.43686143,-0.06348228,0.055425785,0.0970169,0.06968617,8,28.0,13.096310545089084,17.591891103968305,34.06015574063085,214.0,94.37263725704237,160.60999872996192,277.42249362605753,28.0,-22.596227766150484,36.12131070141525,4.717260451278477,214.0,-183.05756953806645,317.15373214318004,52.59239746108761,56.0,0.649586017467284
3_4,2010,3_4_2010,AggFirm,Aixam,a751,1.22934697088906e-07,1,2,12.8993288590604,5.9,20.0,83.77556,2897.0,1474.0,1450.0,1960.0,2.0,2.0,0.238733110229284,0.661879628587247,1.30764713474445,1.3337183789365,0.894,0.982707052065891,France,1,A-Segment (Minicars),1,-0.43686143,-0.06348228,0.055425785,0.0970169,0.06968617,3,28.0,12.917260712417121,17.2587700693697,34.095111758295275,214.0,94.37263725704237,160.6099987299619,277.42249362605753,28.0,-23.982522127270375,35.70733490363917,4.768726323110585,214.0,-183.05756953806642,317.1537321431801,52.59239746108761,56.0,0.982707052065891
3_4,2008,3_4_2008,AggFirm,Aixam,a751,1.62069502882967e-06,13,0,10.7067296340024,5.9,20.0,83.77556,2897.0,1474.0,1450.0,1960.0,2.8,3.6,0.238733110229284,0.661879628587247,1.26329579511398,1.38792344019617,0.847,0.979054648822456,France,1,A-Segment (Minicars),1,-0.43686143,-0.06348228,0.055425785,0.0970169,0.06968617,3,32.0,14.300445246487065,18.98662491200522,39.47208404540777,200.0,89.56335427014983,134.0917355742091,258.9670117390576,32.0,-27.93789620012732,39.46581875134457,5.903966127259237,200.0,-169.22315391273295,273.8582626284761,48.91356849424755,0.0,0.979054648822456
3_4,2009,3_4_2009,AggFirm,Aixam,a751,4.95477528855373e-07,4,1,10.4718244803695,5.9,20.0,83.77556,2897.0,1474.0,1450.0,1960.0,2.8,3.6,0.238733110229284,0.661879628587247,1.15004441286196,1.20266033043169,0.866,1.10327848183113,France,1,A-Segment (Minicars),1,-0.43686143,-0.06348228,0.055425785,0.0970169,0.06968617,3,33.0,14.653301266426945,22.620684558209433,40.394045343965985,213.0,93.41778006493838,169.05648406240243,275.2555527257588,33.0,-28.954461518536498,41.518340754345815,5.821861666316432,213.0,-183.80587786589376,302.4698451877241,51.58209903102105,33.0,1.10327848183113
3_6,2013,3_6_2013,AggFirm,Aixam,crossover,4.11346882777027e-06,34,5,13.3274111675127,7.2,20.0,88.1848,3095.0,1500.0,1590.0,2000.0,3.0,4.0,0.22679645471782,0.719589716334143,1.36365482233503,1.42727645450996,0.985,1.1349687869042,France,1,A-Segment (Minicars),1,-0.43686143,-0.06348228,0.055425785,0.0970169,0.06968617,4,23.0,11.073007157840673,15.284882891064903,29.731955803669077,217.0,99.85853871218902,173.48915935619064,285.36555913218024,23.0,-18.838625050685952,32.424104641055855,5.35072627383493,217.0,-178.19030886330532,347.21428380341877,56.57793457322434,115.0,1.1349687869042
3_6,2012,3_6_2012,AggFirm,Aixam,crossover,3.02949516492572e-06,25,4,13.6602497398543,7.2,20.0,88.1848,3095.0,1500.0,1590.0,2000.0,3.0,4.0,0.22679645471782,0.719589716334143,1.41259105098855,1.47933363438242,0.961,1.09533277323485,France,1,A-Segment (Minicars),1,-0.43686143,-0.06348228,0.055425785,0.0970169,0.06968617,4,23.0,10.263728363179776,14.509788334725759,28.11514344410194,220.0,98.91212939383045,164.2360055935312,287.8811555620664,23.0,-20.351951491503684,32.097945621012514,4.0911138530126205,220.0,-184.49051647799516,344.84678597287814,56.286280108573834,92.0,1.09533277323485
3_6,2015,3_6_2015,AggFirm,Aixam,crossover,5.12865774677789e-06,43,7,13.1275,7.2,20.0,88.1848,3095.0,1500.0,1590.0,2000.0,3.0,4.0,0.22679645471782,0.719589716334143,1.11033846153846,1.14996923076923,1.0,1.40141092135102,France,1,A-Segment (Minicars),1,-0.43686143,-0.06348228,0.055425785,0.0970169,0.06968617,4,23.0,11.477450319197708,19.405138830705873,30.548832332956373,227.0,111.13579956296488,230.5150001693237,304.96025080235694,23.0,-18.23495696172126,33.174268751617035,6.070238780530878,227.0,-174.75770584843522,369.2237594642864,64.20912357195664,161.0,1.40141092135102
3_6,2014,3_6_2014,AggFirm,Aixam,crossover,5.79182724909925e-06,48,6,13.1275,7.2,20.0,88.1848,3095.0,1500.0,1590.0,2000.0,3.0,4.0,0.22679645471782,0.719589716334143,1.27417884615385,1.33474230769231,1.0,1.21414933561481,France,1,A-Segment (Minicars),1,-0.43686143,-0.06348228,0.055425785,0.0970169,0.06968617,4,22.0,11.05165500025,15.764225504609396,28.77861298718669,228.0,109.34621662129997,197.30877816714988,302.9267300955401,22.0,-17.44885362105136,31.39317992092253,5.440774469980256,228.0,-180.34342203763686,366.93056220958454,61.841516050744985,132.0,1.21414933561481
34_1,2008,34_1_2008,Honda,Honda,Accord,0.0004968053607604,3985,0,30.6116396972012,4.03137254901961,160.725490196078,341.145492470588,4719.37254901961,2061.76470588235,1452.25490196078,2696.66666666667,4.37254901960784,5.0,0.4711347320819,1.50819118732347,1.26329579511398,1.38792344019617,0.847,0.668971870381844,Japan,4,D-segment (mid-size),0,0.5738149,0.56317914,2.2456834,-0.2852757,0.2925496,8,4.0,1.651822128643207,2.8728109286983794,5.38132347072124,228.0,101.97957576614108,150.51563233595655,292.211460755008,4.0,-3.556240360405849,5.831354177745858,1.1703617027384383,228.0,-194.28460762657707,307.8735726521298,52.82359030566718,0.0,0.668971870381844
34_1,2011,34_1_2011,Honda,Honda,Accord,0.0001744273396532,1428,3,30.6936039474909,4.27391304347826,160.304347826087,360.819611565217,4736.95652173913,2110.0,1454.34782608696,2705.0,4.47826086956522,5.0,0.444278367050767,1.5492264020474,1.42840759347719,1.48613902157799,0.934,0.645141887209927,Japan,4,D-segment (mid-size),0,0.5738149,0.56317914,2.2456834,-0.2852757,0.2925496,8,5.0,2.038442583282629,3.8109383545550615,6.714668659620631,225.0,99.98548232873,157.29673797761654,291.56066872347054,5.0,-4.506234471056911,8.008817162767299,1.4633995830847142,225.0,-191.19771103632976,339.36794802191446,54.92890148252214,15.0,0.645141887209927
34_1,2010,34_1_2010,Honda,Honda,Accord,0.0001875983477576,1526,2,32.0669195603541,4.27391304347826,160.304347826087,360.819611565217,4736.95652173913,2110.0,1454.34782608696,2705.0,4.47826086956522,5.0,0.444278367050767,1.5492264020474,1.30764713474445,1.3337183789365,0.894,0.71186516741398,Japan,4,D-segment (mid-size),0,0.5738149,0.56317914,2.2456834,-0.2852757,0.2925496,8,6.0,2.464203796015553,4.842361653199742,8.122446695757619,236.0,104.62014891662245,173.29724903078377,302.50781191513505,6.0,-5.361328257523822,9.359041928966938,1.805534735398246,236.0,-202.29986849224613,343.82444765754,54.70516176840484,12.0,0.71186516741398
34_1,2009,34_1_2009,Honda,Honda,Accord,0.0004662443546529,3764,1,33.1352322299205,4.31481481481481,158.333333333333,359.295903185185,4736.37037037037,2070.0,1452.22222222222,2705.0,4.48148148148148,5.0,0.440676701097053,1.51966911390959,1.15004441286196,1.20266033043169,0.866,0.806854633605312,Japan,4,D-segment (mid-size),0,0.5738149,0.56317914,2.2456834,-0.2852757,0.2925496,8,5.0,2.031071749325223,4.39181002735621,6.841179433189339,241.0,105.83806599117236,187.58178244148147,307.95062915121315,5.0,-4.525671717476816,7.64254874612962,1.5584412832308752,241.0,-208.84763293509644,336.65853513985064,55.01435522165649,5.0,0.806854633605312
34_1,2012,34_1_2012,Honda,Honda,Accord,0.0001586243668355,1309,4,29.8312446274261,4.27391304347826,160.304347826087,360.819611565217,4736.95652173913,2110.0,1454.34782608696,2705.0,4.47826086956522,5.0,0.444278367050767,1.5492264020474,1.41259105098855,1.47933363438242,0.961,0.650188475899675,Japan,4,D-segment (mid-size),0,0.5738149,0.56317914,2.2456834,-0.2852757,0.2925496,8,5.0,2.116513150009833,4.136138652878844,6.74209247574782,238.0,106.84186269466744,175.05479957271325,308.42456984470726,5.0,-4.32336749339655,8.396156251749403,1.4834626636132784,238.0,-201.19149885492297,369.0701265569393,58.12710151926844,20.0,0.650188475899675
34_1,2015,34_1_2015,Honda,Honda,Accord,2.00375465455508e-05,168,7,28.6678260869565,4.27391304347826,160.304347826087,360.819611565217,4736.95652173913,2110.0,1454.34782608696,2705.0,4.47826086956522,5.0,0.444278367050767,1.5492264020474,1.11033846153846,1.14996923076923,1.0,0.831876168893753,Japan,4,D-segment (mid-size),0,0.5738149,0.56317914,2.2456834,-0.2852757,0.2925496,8,4.0,1.7290407900948719,4.102943568059306,5.48465049866089,246.0,120.66672717973476,246.38673018442753,329.1947959509392,4.0,-3.3632434273468936,6.633183314658894,1.2521965789750964,246.0,-190.30181776163025,396.28639611604257,68.26033599480768,28.0,0.831876168893753
34_1,2013,34_1_2013,Honda,Honda,Accord,6.27908918121403e-05,519,5,29.1043919664533,4.27391304347826,160.304347826087,360.819611565217,4736.95652173913,2110.0,1454.34782608696,2705.0,4.47826086956522,5.0,0.444278367050767,1.5492264020474,1.36365482233503,1.42727645450996,0.985,0.67371637531813,Japan,4,D-segment (mid-size),0,0.5738149,0.56317914,2.2456834,-0.2852757,0.2925496,8,5.0,2.1815716568927312,4.315633889640017,6.74121488792139,235.0,108.53249230080401,184.9196607692016,307.52666336221466,5.0,-4.189895655786013,8.45734224643568,1.4826964286074076,235.0,-193.51143663702592,371.70259741283695,59.67913463974713,25.0,0.67371637531813
34_1,2014,34_1_2014,Honda,Honda,Accord,5.38157281895472e-05,446,6,28.6678260869565,4.27391304347826,160.304347826087,360.819611565217,4736.95652173913,2110.0,1454.34782608696,2705.0,4.47826086956522,5.0,0.444278367050767,1.5492264020474,1.27417884615385,1.33474230769231,1.0,0.720717872529805,Japan,4,D-segment (mid-size),0,0.5738149,0.56317914,2.2456834,-0.2852757,0.2925496,8,5.0,2.1732069325130654,4.605859466940163,6.7771143195142605,245.0,118.00718277670394,208.96057566790412,324.0985920774993,5.0,-4.208370555862275,8.445621892846852,1.5084455653319808,245.0,-194.25630348164663,390.3996714524582,65.00701517668853,30.0,0.720717872529805
34_11,2010,34_11_2010,Honda,Honda,Jazz,0.0027585316679779,22439,2,16.2292265899648,5.14285714285714,94.4285714285714,238.083212714286,3900.0,2029.0,1525.0,2500.0,5.0,5.0,0.396620031929305,1.22653427772185,1.30764713474445,1.3337183789365,0.894,0.856596946110704,Japan,2,B-segment (subcompact),0,-1.55097225,1.050584385,0.45130685,0.5489237,0.7524423,10,6.0,2.511862131137015,4.697629874503018,8.44513882008317,236.0,104.62014891662247,173.29724903078377,302.50781191513505,6.0,-5.247855662688563,9.173962950790115,2.039097914368425,236.0,-202.29986849224613,343.82444765754,54.70516176840484,12.0,0.856596946110704
34_11,2012,34_11_2012,Honda,Honda,Jazz,0.0025480477933157,21027,4,16.9236772592652,5.39230769230769,96.1538461538462,239.150394153846,3900.0,2029.0,1525.0,2500.0,5.0,5.0,0.402064343209864,1.22653427772185,1.41259105098855,1.47933363438242,0.961,0.820329352604309,Japan,2,B-segment (subcompact),0,-1.55097225,1.050584385,0.45130685,0.5489237,0.7524423,10,5.0,2.158727173850736,3.9659977761742105,7.06478460007337,238.0,106.84186269466746,175.05479957271325,308.42456984470726,5.0,-4.223528308147221,8.163712626394368,1.7170258425834573,238.0,-201.19149885492297,369.0701265569393,58.12710151926844,20.0,0.820329352604309
34_11,2008,34_11_2008,Honda,Honda,Jazz,0.002832226897304,22718,0,14.3742621015348,4.90769230769231,84.2307692307692,234.825947230769,3865.0,1924.46153846154,1525.0,2465.38461538462,5.0,5.0,0.358694472327598,1.15290034708342,1.26329579511398,1.38792344019617,0.847,0.814389655734977,Japan,2,B-segment (subcompact),0,-1.55097225,1.050584385,0.45130685,0.5489237,0.7524423,10,4.0,1.764262388397509,2.727393143345246,5.73661431096129,228.0,101.97957576614107,150.51563233595658,292.211460755008,4.0,-3.2835672260455384,5.634657245713336,1.4389919380235605,228.0,-194.28460762657707,307.8735726521298,52.82359030566718,0.0,0.814389655734977
